product_id;name;category;descripcion;palabras_clave;precio;rating_promedio;descuento_aplicado;stock_actual
1462;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Fitness, Deporte, Rendimiento;37.79;2.5;0;442
1463;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Deporte, Fitness, Rendimiento;77.31;4.5;10;53
1464;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Salud, Ejercicio, Bienestar;128.53;3.0;25;4
1465;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Fitness, Rendimiento, Deporte;172.64;4.0;15;468
1466;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Rendimiento, Fitness, Deporte;125.78;4.0;0;469
1467;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Alimentación, Dieta, Suplementos;17.04;5.0;10;421
1468;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Terapia, Mindfulness, Relajación;88.24;3.0;15;415
1469;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Terapia, Mindfulness, Relajación;104.47;2.5;25;320
1470;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Dieta, Suplementos, Alimentación;59.88;3.0;25;411
1471;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Terapia, Mindfulness, Relajación;114.17;3.5;5;63
1472;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Alimentación, Dieta;11.68;2.5;30;355
1473;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Relajación, Mindfulness, Terapia;94.05;5.0;30;490
1474;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Dieta, Suplementos;78.4;3.5;30;357
1475;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;26.89;2.5;0;484
1476;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Mindfulness, Relajación;46.84;4.5;25;314
1477;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Bienestar, Salud, Ejercicio;141.93;4.5;30;363
1478;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Juguetes, Mascotas;15.85;3.0;30;489
1479;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Dieta, Suplementos, Alimentación;47.87;3.5;10;152
1480;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Dieta, Alimentación, Suplementos;62.2;3.0;20;21
1481;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Terapia, Mindfulness, Relajación;29.86;3.5;15;477
1482;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Mindfulness, Terapia, Relajación;54.06;3.0;0;272
1483;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Deporte, Fitness;80.92;3.5;10;233
1484;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Mindfulness, Relajación;60.59;4.5;20;430
1485;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Mascotas, Cuidado, Juguetes;35.83;3.0;30;129
1486;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Relajación, Mindfulness, Terapia;96.72;3.5;0;213
1487;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Terapia, Mindfulness;117.67;4.5;10;264
1488;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Mindfulness, Relajación, Terapia;35.65;3.5;0;21
1489;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;25.65;3.0;0;230
1490;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Terapia, Mindfulness;47.22;3.5;5;321
1491;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Terapia, Mindfulness;46.69;3.5;10;419
1492;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;179.25;3.0;5;6
1493;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Fitness, Deporte, Rendimiento;110.92;3.0;30;468
1494;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Juguetes, Mascotas, Cuidado;25.4;3.0;15;375
1495;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Rendimiento, Fitness, Deporte;111.83;4.5;15;185
1496;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Ejercicio, Bienestar, Salud;111.49;5.0;30;203
1497;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;90.09;4.0;20;42
1498;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Bienestar, Ejercicio, Salud;121.6;3.5;15;177
1499;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Dieta, Suplementos;63.17;4.0;25;357
1500;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Rendimiento, Fitness, Deporte;124.79;5.0;25;103
1501;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;103.23;3.0;0;372
1502;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;46.45;3.5;25;131
1503;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Suplementos, Dieta;97.35;3.5;25;464
1504;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Mindfulness, Relajación, Terapia;36.25;3.5;25;242
1505;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Rendimiento, Deporte;199.51;5.0;5;101
1506;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Rendimiento, Deporte, Fitness;23.92;3.5;20;475
1507;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Fitness, Deporte;180.36;5.0;15;205
1508;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Bienestar, Salud, Ejercicio;53.87;2.5;20;113
1509;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;25.5;4.0;15;148
1510;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Juguetes, Cuidado, Mascotas;36.68;5.0;5;75
1511;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Terapia, Mindfulness;110.58;4.0;15;474
1512;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Suplementos, Dieta, Alimentación;81.63;3.5;10;153
1513;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Deporte, Rendimiento, Fitness;194.04;4.0;20;44
1514;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Ejercicio, Bienestar, Salud;143.72;3.5;5;97
1515;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Mindfulness, Terapia, Relajación;91.71;4.5;5;364
1516;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Ejercicio, Salud, Bienestar;114.28;4.0;20;12
1517;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Mascotas, Juguetes, Cuidado;37.28;2.5;20;488
1518;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;43.93;3.5;25;163
1519;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Bienestar, Salud, Ejercicio;65.9;3.5;25;435
1520;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Mindfulness, Terapia;64.35;4.0;10;116
1521;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Deporte, Fitness;146.71;3.5;25;306
1522;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Terapia, Relajación, Mindfulness;61.21;5.0;0;70
1523;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Juguetes, Cuidado, Mascotas;23.21;3.5;5;428
1524;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Ejercicio, Salud, Bienestar;99.28;4.0;5;33
1525;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Ejercicio, Bienestar, Salud;32.96;5.0;10;197
1526;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;108.73;4.0;5;253
1527;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Fitness, Rendimiento, Deporte;94.02;4.5;0;367
1528;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Dieta, Suplementos, Alimentación;36.02;4.0;30;42
1529;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Bienestar, Salud, Ejercicio;84.38;3.0;5;54
1530;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Bienestar, Ejercicio, Salud;49.51;2.5;0;264
1531;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Mindfulness, Relajación, Terapia;108.38;4.0;30;125
1532;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Mindfulness, Terapia, Relajación;35.4;3.0;15;9
1533;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Deporte, Fitness, Rendimiento;105.11;3.0;0;446
1534;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;90.79;3.5;20;225
1535;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;26.14;2.5;30;139
1536;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Juguetes, Mascotas;42.73;5.0;20;206
1537;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Rendimiento, Fitness, Deporte;64.98;5.0;30;438
1538;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Mindfulness, Terapia, Relajación;115.58;5.0;0;446
1539;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Rendimiento, Deporte, Fitness;171.78;4.5;10;446
1540;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Terapia, Mindfulness;101.76;5.0;20;252
1541;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Rendimiento, Fitness, Deporte;112.68;4.0;15;381
1542;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Relajación, Mindfulness;105.11;3.0;20;229
1543;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Deporte, Fitness, Rendimiento;88.29;4.5;5;6
1544;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Terapia, Mindfulness, Relajación;74.26;2.5;10;248
1545;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Salud, Ejercicio, Bienestar;90.96;3.5;20;448
1546;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Dieta, Alimentación, Suplementos;33.8;4.5;15;146
1547;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Salud, Ejercicio, Bienestar;63.55;3.5;15;99
1548;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Suplementos, Dieta;61.69;3.5;10;409
1549;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Rendimiento, Deporte, Fitness;107.87;5.0;20;188
1550;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Juguetes, Cuidado, Mascotas;44.73;5.0;0;229
1551;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Deporte, Rendimiento, Fitness;76.92;3.5;0;401
1552;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Alimentación, Suplementos, Dieta;82.12;5.0;15;261
1553;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Fitness, Deporte;57.46;3.5;0;297
1554;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Terapia, Relajación;32.44;4.5;20;200
1555;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Fitness, Deporte;145.38;5.0;30;49
1556;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Salud, Ejercicio, Bienestar;68.39;3.0;20;430
1557;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Dieta, Alimentación, Suplementos;13.37;4.0;15;268
1558;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Salud, Bienestar, Ejercicio;33.99;2.5;5;424
1559;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Terapia, Mindfulness, Relajación;55.33;5.0;20;383
1560;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Terapia, Relajación, Mindfulness;79.78;4.5;0;64
1561;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;74.8;3.0;20;440
1562;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Mindfulness, Terapia;27.37;5.0;20;312
1563;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Juguetes, Mascotas;19.97;5.0;0;99
1564;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Dieta, Alimentación;53.99;4.5;25;451
1565;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Terapia, Relajación, Mindfulness;73.63;4.5;25;24
1566;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Juguetes, Mascotas;35.22;4.5;5;45
1567;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Deporte, Rendimiento, Fitness;97.14;4.0;10;473
1568;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Rendimiento, Deporte, Fitness;43.25;3.0;20;102
1569;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Salud, Bienestar, Ejercicio;112.85;3.0;20;207
1570;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Deporte, Rendimiento, Fitness;167.51;5.0;10;458
1571;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Mascotas, Juguetes, Cuidado;31.88;3.5;0;242
1572;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Ejercicio, Bienestar, Salud;80.32;5.0;15;104
1573;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Mascotas, Juguetes;23.91;4.0;30;35
1574;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Dieta, Suplementos, Alimentación;32.22;2.5;0;465
1575;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;60.76;4.0;25;25
1576;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Bienestar, Ejercicio, Salud;90.51;4.0;20;147
1577;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Salud, Bienestar, Ejercicio;79.67;2.5;10;115
1578;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Mindfulness, Relajación, Terapia;93.96;4.5;15;400
1579;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Suplementos, Alimentación, Dieta;60.71;5.0;10;0
1580;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Fitness, Deporte, Rendimiento;182.75;3.0;5;19
1581;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Mindfulness, Terapia;38.22;4.5;15;272
1582;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Rendimiento, Deporte;127.74;5.0;15;400
1583;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Rendimiento, Fitness, Deporte;52.99;4.0;30;119
1584;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Relajación, Mindfulness, Terapia;49.28;2.5;5;140
1585;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Rendimiento, Fitness, Deporte;94.99;3.0;20;214
1586;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Dieta, Suplementos;74.76;3.0;15;166
1587;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;102.96;5.0;5;322
1588;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Terapia, Mindfulness, Relajación;45.3;3.0;15;320
1589;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Mindfulness, Terapia, Relajación;70.45;4.5;15;289
1590;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Salud, Ejercicio, Bienestar;69.02;4.0;15;228
1591;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Ejercicio, Bienestar, Salud;91.43;4.0;0;383
1592;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Ejercicio, Salud, Bienestar;142.44;3.5;30;346
1593;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;181.21;2.5;5;24
1594;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Mindfulness, Terapia;117.37;5.0;5;40
1595;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Mindfulness, Terapia, Relajación;81.69;3.0;5;450
1596;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Rendimiento, Fitness, Deporte;71.83;3.0;10;287
1597;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Rendimiento, Deporte, Fitness;145.6;3.0;10;336
1598;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Dieta, Alimentación, Suplementos;50.26;3.5;25;305
1599;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Terapia, Relajación, Mindfulness;69.67;4.0;15;100
1600;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Bienestar, Salud, Ejercicio;44.49;2.5;25;15
1601;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Mindfulness, Relajación, Terapia;110.08;3.5;0;206
1602;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Mascotas, Juguetes;7.47;3.5;20;446
1603;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Mindfulness, Terapia;45.52;2.5;10;382
1604;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Suplementos, Alimentación, Dieta;37.77;3.5;10;453
1605;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Deporte, Rendimiento, Fitness;135.57;4.0;30;494
1606;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Rendimiento, Deporte, Fitness;60.69;3.5;15;346
1607;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Mindfulness, Relajación;50.16;4.0;20;291
1608;Plan de Alimentación Saludable;Nutrición;Menús equilibrados diseñados por nutricionistas para mejorar tu salud.;Alimentación, Suplementos, Dieta;63.8;5.0;15;221
1609;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Mindfulness, Relajación;29.94;3.0;5;163
1610;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Ejercicio, Bienestar, Salud;58.19;5.0;20;466
1611;Curso de Mindfulness;Bienestar Mental;Desarrolla hábitos de atención plena para mejorar tu bienestar mental.;Terapia, Mindfulness, Relajación;108.5;3.5;25;143
1612;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Suplementos, Dieta, Alimentación;14.41;3.0;5;490
1613;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Deporte, Fitness, Rendimiento;59.12;3.0;5;216
1614;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Relajación, Terapia, Mindfulness;54.18;4.5;5;41
1615;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Suplementos, Dieta, Alimentación;41.41;3.5;10;59
1616;Reloj Inteligente para Fitness;Deportes;Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.;Deporte, Fitness, Rendimiento;187.11;3.5;25;23
1617;Vitaminas y Suplementos;Nutrición;Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.;Suplementos, Dieta, Alimentación;59.82;3.5;30;255
1618;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Fitness, Deporte, Rendimiento;55.85;4.0;20;189
1619;Juguetes para Mascotas;Mascotas;Diversión asegurada para tu mascota con juguetes interactivos y seguros.;Cuidado, Mascotas, Juguetes;24.88;2.5;15;461
1620;Sesión de Terapia Online;Bienestar Mental;Consulta con expertos en bienestar mental desde la comodidad de tu hogar.;Relajación, Terapia, Mindfulness;90.97;4.5;30;497
1621;Accesorios para Entrenamiento;Deportes;Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.;Rendimiento, Deporte, Fitness;43.66;4.0;5;346
1622;Entrenamiento en Casa;Deportes;Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.;Deporte, Fitness, Rendimiento;182.44;4.0;10;123
1623;Entrenador Personal Virtual;Bienestar Mental;Accede a planes de entrenamiento personalizados con asesoría profesional.;Relajación, Mindfulness, Terapia;33.91;4.5;5;186
1624;Monitor de Ritmo Cardíaco;Salud;Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.;Ejercicio, Salud, Bienestar;104.99;3.0;20;481
1625;Curso de Meditación;Bienestar Mental;Aprende técnicas de mindfulness y relajación para reducir la ansiedad.;Terapia, Mindfulness, Relajación;90.38;5.0;5;316
1626;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Ejercicio, Bienestar, Salud;143.44;4.5;25;140
1627;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Deporte, Fitness, Rendimiento;185.65;3.0;0;433
1628;Spa y Masajes;Salud;Tratamientos relajantes para reducir el estrés y mejorar la circulación.;Ejercicio, Bienestar, Salud;54.5;2.5;20;439
1629;Ropa Deportiva;Deportes;Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.;Fitness, Deporte, Rendimiento;69.0;4.0;5;488
1630;Rutina de Ejercicios Personalizada;Deportes;Planes de ejercicios adaptados a tus objetivos de salud y condición física.;Deporte, Rendimiento, Fitness;66.79;5.0;15;198
1631;Clases de Yoga Online;Salud;Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.;Salud, Bienestar, Ejercicio;142.08;4.5;15;144
